word,frequency,percentage,percentage_str,pos
抢救,1,0.01,0.01%,v
逗,1,0.01,0.01%,v
反倒,1,0.01,0.01%,v
花钱,1,0.01,0.01%,n
不落,1,0.01,0.01%,n
激化,1,0.01,0.01%,v
啥意思,1,0.01,0.01%,n
打鼓,1,0.01,0.01%,v
耽误,1,0.01,0.01%,v
移民,1,0.01,0.01%,n
金卡,1,0.01,0.01%,nr
回复,1,0.01,0.01%,v
大秀,1,0.01,0.01%,nr
境外,1,0.01,0.01%,s
遭遇,1,0.01,0.01%,n
答应,1,0.01,0.01%,v
带娃,1,0.01,0.01%,n
婆婆,1,0.01,0.01%,n
离异,1,0.01,0.01%,v
车祸,1,0.01,0.01%,n
需,1,0.01,0.01%,v
回国,1,0.01,0.01%,ns
急救,1,0.01,0.01%,v
民警,1,0.01,0.01%,n
收归国有,1,0.01,0.01%,i
紧急,1,0.01,0.01%,a
万分,1,0.01,0.01%,m
文淇,1,0.01,0.01%,nr
去世,1,0.01,0.01%,t
Gucci,1,0.01,0.01%,eng
获批,1,0.01,0.01%,v
首个,1,0.01,0.01%,m
燃油,1,0.01,0.01%,n
红色,1,0.01,0.01%,n
踢馆,1,0.01,0.01%,n
大学生,1,0.01,0.01%,n
道,1,0.01,0.01%,q
拔河赛,1,0.01,0.01%,n
天津,1,0.01,0.01%,ns
学院,1,0.01,0.01%,n
崩,1,0.01,0.01%,v
肖战酒,1,0.01,0.01%,n
套装,1,0.01,0.01%,n
大使,1,0.01,0.01%,n
王俊凯,1,0.01,0.01%,nr
那期,1,0.01,0.01%,r
放母,1,0.01,0.01%,n
青蛇,1,0.01,0.01%,n
许仙,1,0.01,0.01%,nr
cos,1,0.01,0.01%,eng
出场,1,0.01,0.01%,n
短时间,1,0.01,0.01%,n
绝对,1,0.01,0.01%,d
音感,1,0.01,0.01%,n
型,1,0.01,0.01%,k
一网,1,0.01,0.01%,n
角度,1,0.01,0.01%,n
没孩,1,0.01,0.01%,n
溺亡,1,0.01,0.01%,v
永定河,1,0.01,0.01%,ns
运动,1,0.01,0.01%,vn
红,1,0.01,0.01%,a
见面,1,0.01,0.01%,n
欣赏,1,0.01,0.01%,v
人则,1,0.01,0.01%,n
品牌,1,0.01,0.01%,n
痛风,1,0.01,0.01%,n
令人讨厌,1,0.01,0.01%,i
严重,1,0.01,0.01%,a
饮料,1,0.01,0.01%,n
舒服,1,0.01,0.01%,a
喝,1,0.01,0.01%,vg
长期,1,0.01,0.01%,d
拥抱,1,0.01,0.01%,v
归入,1,0.01,0.01%,v
最具,1,0.01,0.01%,n
编剧,1,0.01,0.01%,n
齐家,1,0.01,0.01%,nrfg
董事,1,0.01,0.01%,n
开支,1,0.01,0.01%,v
潜在,1,0.01,0.01%,t
消减,1,0.01,0.01%,v
浮出,1,0.01,0.01%,v
克利夫,1,0.01,0.01%,nr
拉特,1,0.01,0.01%,nrt
中组部,1,0.01,0.01%,nt
滨,1,0.01,0.01%,ns
称会,1,0.01,0.01%,v
兼任,1,0.01,0.01%,v
局局长,1,0.01,0.01%,n
VS,1,0.01,0.01%,eng
接替,1,0.01,0.01%,v
徐启方,1,0.01,0.01%,nr
翻墙,1,0.01,0.01%,n
走,1,0.01,0.01%,v
现,1,0.01,0.01%,t
此举,1,0.01,0.01%,r
格力电器,1,0.01,0.01%,nz
俱乐部,1,0.01,0.01%,n
复兴,1,0.01,0.01%,a
曹,1,0.01,0.01%,nr
方,1,0.01,0.01%,n
斐然,1,0.01,0.01%,z
出品,1,0.01,0.01%,n
滤镜,1,0.01,0.01%,nz
乱七八糟,1,0.01,0.01%,i
书籍,1,0.01,0.01%,n
成名,1,0.01,0.01%,v
有望,1,0.01,0.01%,v
射雕,1,0.01,0.01%,n
翻拍,1,0.01,0.01%,v
李靖,1,0.01,0.01%,nr
炼化,1,0.01,0.01%,vn
三年,1,0.01,0.01%,m
获,1,0.01,0.01%,v
仙翁,1,0.01,0.01%,n
无量,1,0.01,0.01%,n
担忧,1,0.01,0.01%,v
闯入,1,0.01,0.01%,v
放学,1,0.01,0.01%,n
装,1,0.01,0.01%,v
最会,1,0.01,0.01%,n
坐,1,0.01,0.01%,v
桌角,1,0.01,0.01%,n
律师,1,0.01,0.01%,n
大片,1,0.01,0.01%,n
出发,1,0.01,0.01%,v
看秀,1,0.01,0.01%,n
亿元,1,0.01,0.01%,m
新郎,1,0.01,0.01%,n
搭,1,0.01,0.01%,v
转运,1,0.01,0.01%,v
生财,1,0.01,0.01%,v
盛装,1,0.01,0.01%,v
出席,1,0.01,0.01%,v
钉子,1,0.01,0.01%,n
儿子,1,0.01,0.01%,n
编程,1,0.01,0.01%,n
榛树,1,0.01,0.01%,n
穿,1,0.01,0.01%,v
视频会议,1,0.01,0.01%,n
指认,1,0.01,0.01%,v
卡车,1,0.01,0.01%,n
那里,1,0.01,0.01%,r
抢走了,1,0.01,0.01%,l
俞敏洪,1,0.01,0.01%,nr
密集,1,0.01,0.01%,n
项目,1,0.01,0.01%,n
张文中,1,0.01,0.01%,nr
有人,1,0.01,0.01%,r
List,1,0.01,0.01%,eng
低空,1,0.01,0.01%,n
现偶,1,0.01,0.01%,n
焚箱,1,0.01,0.01%,n
龙骨,1,0.01,0.01%,n
原班人马,1,0.01,0.01%,ns
司藤,1,0.01,0.01%,nr
人为,1,0.01,0.01%,n
回忆,1,0.01,0.01%,v
记者,1,0.01,0.01%,n
男主,1,0.01,0.01%,n
界之耻,1,0.01,0.01%,n
确定,1,0.01,0.01%,v
导弹,1,0.01,0.01%,n
擅长,1,0.01,0.01%,v
默认,1,0.01,0.01%,v
小男孩,1,0.01,0.01%,n
大众,1,0.01,0.01%,n
游戏王,1,0.01,0.01%,n
深夜,1,0.01,0.01%,t
规划,1,0.01,0.01%,n
以此,1,0.01,0.01%,c
事,1,0.01,0.01%,n
热爱,1,0.01,0.01%,a
总,1,0.01,0.01%,b
思考,1,0.01,0.01%,v
人该,1,0.01,0.01%,n
自身,1,0.01,0.01%,r
黑暗,1,0.01,0.01%,z
合理,1,0.01,0.01%,vn
商家,1,0.01,0.01%,n
维修,1,0.01,0.01%,v
尸体,1,0.01,0.01%,n
实际上,1,0.01,0.01%,d
根本,1,0.01,0.01%,a
可带,1,0.01,0.01%,n
田野,1,0.01,0.01%,nr
卧床,1,0.01,0.01%,n
姿势,1,0.01,0.01%,n
单价,1,0.01,0.01%,n
高位,1,0.01,0.01%,n
臀,1,0.01,0.01%,n
保胎,1,0.01,0.01%,n
或超,1,0.01,0.01%,n
潜水,1,0.01,0.01%,n
王,1,0.01,0.01%,nr
广西,1,0.01,0.01%,ns
德顺,1,0.01,0.01%,ns
邀,1,0.01,0.01%,v
演活,1,0.01,0.01%,vn
雕塑,1,0.01,0.01%,n
各自,1,0.01,0.01%,r
军费,1,0.01,0.01%,n
减半,1,0.01,0.01%,v
走下坡,1,0.01,0.01%,n
演习,1,0.01,0.01%,v
拖累,1,0.01,0.01%,v
最新进展,1,0.01,0.01%,nt
早于,1,0.01,0.01%,d
五月,1,0.01,0.01%,t
进入,1,0.01,0.01%,v
饺子,1,0.01,0.01%,n
其他,1,0.01,0.01%,r
二本,1,0.01,0.01%,ns
部位,1,0.01,0.01%,n
技术性,1,0.01,0.01%,n
合计,1,0.01,0.01%,vn
舌头,1,0.01,0.01%,n
下半年,1,0.01,0.01%,t
万亿美元,1,0.01,0.01%,m
最惨,1,0.01,0.01%,a
周二,1,0.01,0.01%,t
美众议院,1,0.01,0.01%,nt
审查,1,0.01,0.01%,vn
美联储,1,0.01,0.01%,j
加息,1,0.01,0.01%,v
不吃,1,0.01,0.01%,v
灰鲸,1,0.01,0.01%,n
海域,1,0.01,0.01%,n
私有化,1,0.01,0.01%,n
跳水,1,0.01,0.01%,v
财长,1,0.01,0.01%,n
贝森特,1,0.01,0.01%,nr
携手,1,0.01,0.01%,v
年期,1,0.01,0.01%,t
收益率,1,0.01,0.01%,n
自然而然,1,0.01,0.01%,i
市场份额,1,0.01,0.01%,n
有三大,1,0.01,0.01%,n
虎鲸,1,0.01,0.01%,n
目标,1,0.01,0.01%,n
报道,1,0.01,0.01%,v
R,1,0.01,0.01%,x
增至,1,0.01,0.01%,v
苦战,1,0.01,0.01%,v
逆袭,1,0.01,0.01%,v
情侣,1,0.01,0.01%,n
何在,1,0.01,0.01%,d
决策,1,0.01,0.01%,n
评估,1,0.01,0.01%,vn
通胀,1,0.01,0.01%,j
有多美,1,0.01,0.01%,n
张婧仪,1,0.01,0.01%,nr
汤唯,1,0.01,0.01%,nr
仙台,1,0.01,0.01%,n
有树,1,0.01,0.01%,n
四六级,1,0.01,0.01%,m
怎么样,1,0.01,0.01%,r
最近,1,0.01,0.01%,f
双强,1,0.01,0.01%,n
长江,1,0.01,0.01%,ns
应当,1,0.01,0.01%,v
古诗词,1,0.01,0.01%,nr
国乒,1,0.01,0.01%,nt
总结,1,0.01,0.01%,n
夫妇,1,0.01,0.01%,n
谈中,1,0.01,0.01%,n
舰队,1,0.01,0.01%,n
澳,1,0.01,0.01%,ns
附近,1,0.01,0.01%,f
时装周,1,0.01,0.01%,n
杨,1,0.01,0.01%,nr
考试成绩,1,0.01,0.01%,n
肸,1,0.01,0.01%,zg
红房子,1,0.01,0.01%,n
英语四,1,0.01,0.01%,nr
子,1,0.01,0.01%,ng
开发,1,0.01,0.01%,v
中央,1,0.01,0.01%,n
督察,1,0.01,0.01%,v
干部,1,0.01,0.01%,n
许昌,1,0.01,0.01%,nr
两地,1,0.01,0.01%,n
镇系,1,0.01,0.01%,n
听,1,0.01,0.01%,v
油门,1,0.01,0.01%,n
初恋,1,0.01,0.01%,v
金硕珍,1,0.01,0.01%,nr
马群,1,0.01,0.01%,nr
六级,1,0.01,0.01%,m
耀,1,0.01,0.01%,nz
课桌,1,0.01,0.01%,n
网传博主,1,0.01,0.01%,n
一对,1,0.01,0.01%,m
不撞,1,0.01,0.01%,n
新手机,1,0.01,0.01%,nz
学上,1,0.01,0.01%,n
线出,1,0.01,0.01%,n
靠山,1,0.01,0.01%,n
写,1,0.01,0.01%,v
逃不过,1,0.01,0.01%,v
美国联邦,1,0.01,0.01%,nt
DRX,1,0.01,0.01%,eng
零封,1,0.01,0.01%,n
惨遭,1,0.01,0.01%,v
TES,1,0.01,0.01%,eng
不敌,1,0.01,0.01%,v
NIP,1,0.01,0.01%,eng
地球,1,0.01,0.01%,n
爽约,1,0.01,0.01%,a
折叠,1,0.01,0.01%,v
小行星,1,0.01,0.01%,n
彩礼,1,0.01,0.01%,n
高额,1,0.01,0.01%,n
治理,1,0.01,0.01%,v
姒,1,0.01,0.01%,g
褒,1,0.01,0.01%,v
两日,1,0.01,0.01%,m
解限机,1,0.01,0.01%,n
开刀,1,0.01,0.01%,v
拿,1,0.01,0.01%,v
不好,1,0.01,0.01%,d
对峙,1,0.01,0.01%,v
俄方,1,0.01,0.01%,n
退成,1,0.01,0.01%,v
对标,1,0.01,0.01%,n
平板,1,0.01,0.01%,n
当自研,1,0.01,0.01%,n
三部曲,1,0.01,0.01%,m
队长,1,0.01,0.01%,n
锐评,1,0.01,0.01%,n
秀夫,1,0.01,0.01%,n
小岛,1,0.01,0.01%,n
狠,1,0.01,0.01%,n
压分,1,0.01,0.01%,n
英语,1,0.01,0.01%,nz
上岸,1,0.01,0.01%,f
已出,1,0.01,0.01%,n
美队,1,0.01,0.01%,n
反超,1,0.01,0.01%,v
排片,1,0.01,0.01%,n
海外,1,0.01,0.01%,s
最佳,1,0.01,0.01%,z
男明星,1,0.01,0.01%,n
BLG,1,0.01,0.01%,eng
硬刚,1,0.01,0.01%,d
玩家,1,0.01,0.01%,n
捂,1,0.01,0.01%,v
社,1,0.01,0.01%,n
P,1,0.01,0.01%,eng
斗,1,0.01,0.01%,vn
激烈,1,0.01,0.01%,a
鬼,1,0.01,0.01%,n
脏脏,1,0.01,0.01%,n
竟是,1,0.01,0.01%,d
室友,1,0.01,0.01%,n
合租,1,0.01,0.01%,n
完成,1,0.01,0.01%,v
TT,1,0.01,0.01%,eng
逼,1,0.01,0.01%,v
供应链,1,0.01,0.01%,n
意义,1,0.01,0.01%,n
隔空,1,0.01,0.01%,s
辩论,1,0.01,0.01%,n
庭审,1,0.01,0.01%,n
直击,1,0.01,0.01%,v
撩,1,0.01,0.01%,v
反,1,0.01,0.01%,n
滑,1,0.01,0.01%,n
桑延丝,1,0.01,0.01%,nr
原判,1,0.01,0.01%,n
维持,1,0.01,0.01%,v
二审,1,0.01,0.01%,b
辉,1,0.01,0.01%,nr
白天,1,0.01,0.01%,t
巨贪,1,0.01,0.01%,n
盗刷系,1,0.01,0.01%,n
暧昧,1,0.01,0.01%,a
下跪,1,0.01,0.01%,v
冷战,1,0.01,0.01%,v
桑延温,1,0.01,0.01%,nr
演示,1,0.01,0.01%,v
夏实机,1,0.01,0.01%,n
那刻,1,0.01,0.01%,r
再遇,1,0.01,0.01%,n
抽签,1,0.01,0.01%,v
破灭,1,0.01,0.01%,v
泡沫,1,0.01,0.01%,n
饼干,1,0.01,0.01%,n
切片,1,0.01,0.01%,n
做成,1,0.01,0.01%,v
旅行,1,0.01,0.01%,vn
公路,1,0.01,0.01%,n
何老六,1,0.01,0.01%,nr
求,1,0.01,0.01%,v
暗讽,1,0.01,0.01%,v
见,1,0.01,0.01%,v
胜算,1,0.01,0.01%,vn
再战,1,0.01,0.01%,v
值钱,1,0.01,0.01%,v
宅基地,1,0.01,0.01%,n
爆炸,1,0.01,0.01%,v
强度,1,0.01,0.01%,n
技能,1,0.01,0.01%,n
遐蝶,1,0.01,0.01%,n
已婚,1,0.01,0.01%,v
故事,1,0.01,0.01%,n
难以启齿,1,0.01,0.01%,i
解不开,1,0.01,0.01%,v
告白,1,0.01,0.01%,v
友,1,0.01,0.01%,n
老式,1,0.01,0.01%,n
原谅,1,0.01,0.01%,nr
打球,1,0.01,0.01%,v
坐轮椅,1,0.01,0.01%,n
韬,1,0.01,0.01%,n
黄子,1,0.01,0.01%,n
感动,1,0.01,0.01%,v
剪,1,0.01,0.01%,v
徐艺洋,1,0.01,0.01%,nr
保送,1,0.01,0.01%,v
全红婵拟,1,0.01,0.01%,n
暨南大学,1,0.01,0.01%,nt
中文歌曲,1,0.01,0.01%,ns
献唱,1,0.01,0.01%,v
柬埔寨,1,0.01,0.01%,ns
会晤,1,0.01,0.01%,v
宝妈,1,0.01,0.01%,nr
年成,1,0.01,0.01%,n
超模,1,0.01,0.01%,b
字幕,1,0.01,0.01%,n
逃离,1,0.01,0.01%,v
难民,1,0.01,0.01%,n
生育率,1,0.01,0.01%,n
率,1,0.01,0.01%,v
婚龄,1,0.01,0.01%,n
降低,1,0.01,0.01%,v
意长,1,0.01,0.01%,n
言短,1,0.01,0.01%,n
政务,1,0.01,0.01%,n
多地,1,0.01,0.01%,n
再见,1,0.01,0.01%,v
语言,1,0.01,0.01%,n
旧,1,0.01,0.01%,a
翻译,1,0.01,0.01%,v
一群,1,0.01,0.01%,m
三周年,1,0.01,0.01%,m
援助,1,0.01,0.01%,vn
国,1,0.01,0.01%,n
支持,1,0.01,0.01%,v
教育部,1,0.01,0.01%,n
出任,1,0.01,0.01%,v
杜江峰,1,0.01,0.01%,nr
校长,1,0.01,0.01%,n
浙江大学,1,0.01,0.01%,nt
祝贺,1,0.01,0.01%,nr
来电,1,0.01,0.01%,v
接到,1,0.01,0.01%,v
成效显著,1,0.01,0.01%,n
产量,1,0.01,0.01%,n
保障,1,0.01,0.01%,v
生存,1,0.01,0.01%,v
谈判桌上,1,0.01,0.01%,n
身材,1,0.01,0.01%,n
抢劫罪,1,0.01,0.01%,l
路,1,0.01,0.01%,n
上市,1,0.01,0.01%,ns
万达,1,0.01,0.01%,nz
王健林,1,0.01,0.01%,nr
骑士,1,0.01,0.01%,n
白衣,1,0.01,0.01%,n
迎来,1,0.01,0.01%,v
出售,1,0.01,0.01%,vn
换帅,1,0.01,0.01%,nz
频繁,1,0.01,0.01%,a
刹车,1,0.01,0.01%,n
杜塞尔多夫,1,0.01,0.01%,nrt
斯图加特,1,0.01,0.01%,nrt
特写,1,0.01,0.01%,n
两度,1,0.01,0.01%,m
秩序,1,0.01,0.01%,n
主犯,1,0.01,0.01%,n
死者家属,1,0.01,0.01%,l
开庭,1,0.01,0.01%,n
遇害案,1,0.01,0.01%,n
罗大美,1,0.01,0.01%,nr
主播,1,0.01,0.01%,vn
诊疗,1,0.01,0.01%,v
线下,1,0.01,0.01%,n
谱,1,0.01,0.01%,v
靠,1,0.01,0.01%,v
问诊,1,0.01,0.01%,v
持续,1,0.01,0.01%,vd
不可,1,0.01,0.01%,v
和平,1,0.01,0.01%,nz
建设,1,0.01,0.01%,vn
高标准,1,0.01,0.01%,n
生离死别,1,0.01,0.01%,n
评论员,1,0.01,0.01%,n
北,1,0.01,0.01%,ns
森林,1,0.01,0.01%,n
写作,1,0.01,0.01%,v
替代,1,0.01,0.01%,n
深度,1,0.01,0.01%,ns
平均寿命,1,0.01,0.01%,n
男性,1,0.01,0.01%,n
新一轮,1,0.01,0.01%,nz
产房,1,0.01,0.01%,n
豪华,1,0.01,0.01%,a
预定,1,0.01,0.01%,v
曝为,1,0.01,0.01%,v
寂寞,1,0.01,0.01%,a
赢,1,0.01,0.01%,v
失望,1,0.01,0.01%,v
上学,1,0.01,0.01%,n
有点,1,0.01,0.01%,n
惊呼,1,0.01,0.01%,v
美媒,1,0.01,0.01%,n
反对票,1,0.01,0.01%,n
一同,1,0.01,0.01%,d
履新,1,0.01,0.01%,v
尊界,1,0.01,0.01%,n
多于,1,0.01,0.01%,d
储量,1,0.01,0.01%,n
一名,1,0.01,0.01%,m
得到,1,0.01,0.01%,v
中方,1,0.01,0.01%,f
信心,1,0.01,0.01%,n
超市,1,0.01,0.01%,v
共同,1,0.01,0.01%,d
成立,1,0.01,0.01%,v
摩,1,0.01,0.01%,n
师傅,1,0.01,0.01%,nr
送娃,1,0.01,0.01%,n
土地,1,0.01,0.01%,n
挤出,1,0.01,0.01%,v
农民,1,0.01,0.01%,n
硬,1,0.01,0.01%,a
指标,1,0.01,0.01%,n
打赏,1,0.01,0.01%,v
交友,1,0.01,0.01%,n
沉迷,1,0.01,0.01%,v
骨伤,1,0.01,0.01%,n
中医,1,0.01,0.01%,j
头上,1,0.01,0.01%,s
扎车,1,0.01,0.01%,n
剪刀,1,0.01,0.01%,n
遇天降,1,0.01,0.01%,v
驾车,1,0.01,0.01%,n
孤儿院,1,0.01,0.01%,l
男孩,1,0.01,0.01%,n
做饭,1,0.01,0.01%,v
露馅,1,0.01,0.01%,v
婚后,1,0.01,0.01%,t
效应,1,0.01,0.01%,n
集群,1,0.01,0.01%,n
形成,1,0.01,0.01%,v
人形,1,0.01,0.01%,n
输过,1,0.01,0.01%,v
正常,1,0.01,0.01%,d
输球,1,0.01,0.01%,n
默契,1,0.01,0.01%,nrt
春天,1,0.01,0.01%,t
青蛙,1,0.01,0.01%,n
邱贻可,1,0.01,0.01%,nr
点名,1,0.01,0.01%,v
深地,1,0.01,0.01%,j
探索,1,0.01,0.01%,v
多去,1,0.01,0.01%,n
付出,1,0.01,0.01%,v
石油,1,0.01,0.01%,n
钻,1,0.01,0.01%,v
完钻,1,0.01,0.01%,a
深井,1,0.01,0.01%,ns
万米,1,0.01,0.01%,m
首口,1,0.01,0.01%,m
竞争,1,0.01,0.01%,vn
优腾,1,0.01,0.01%,v
支配,1,0.01,0.01%,vn
滥用,1,0.01,0.01%,v
龚宇,1,0.01,0.01%,nr
狮子,1,0.01,0.01%,n
爱奇艺,1,0.01,0.01%,nr
叛变,1,0.01,0.01%,v
龙王,1,0.01,0.01%,nr
这一,1,0.01,0.01%,n
相关,1,0.01,0.01%,v
技术,1,0.01,0.01%,n
岗位,1,0.01,0.01%,n
会变,1,0.01,0.01%,n
工资,1,0.01,0.01%,vn
十年,1,0.01,0.01%,m
风,1,0.01,0.01%,n
减负,1,0.01,0.01%,v
双休,1,0.01,0.01%,nr
高中,1,0.01,0.01%,s
引进,1,0.01,0.01%,v
老虎,1,0.01,0.01%,nr
待见,1,0.01,0.01%,v
形态,1,0.01,0.01%,n
电脑,1,0.01,0.01%,n
尊严,1,0.01,0.01%,a
海水,1,0.01,0.01%,n
吞噬,1,0.01,0.01%,v
海沟,1,0.01,0.01%,ns
马里亚纳,1,0.01,0.01%,nrt
常常,1,0.01,0.01%,d
离职,1,0.01,0.01%,v
提,1,0.01,0.01%,v
下属,1,0.01,0.01%,v
世界足球,1,0.01,0.01%,n
U,1,0.01,0.01%,x
游,1,0.01,0.01%,v
米哈,1,0.01,0.01%,nrt
Space,1,0.01,0.01%,eng
充当,1,0.01,0.01%,a
石头,1,0.01,0.01%,n
家用,1,0.01,0.01%,n
机械手,1,0.01,0.01%,n
仿生,1,0.01,0.01%,v
搞,1,0.01,0.01%,v
回头,1,0.01,0.01%,v
先,1,0.01,0.01%,d
为啥,1,0.01,0.01%,r
同步,1,0.01,0.01%,d
歧视,1,0.01,0.01%,v
生态,1,0.01,0.01%,n
食者,1,0.01,0.01%,n
掠,1,0.01,0.01%,v
顶级,1,0.01,0.01%,n
刮起,1,0.01,0.01%,v
各地,1,0.01,0.01%,r
食物,1,0.01,0.01%,n
影史,1,0.01,0.01%,n
符合,1,0.01,0.01%,v
师范大学,1,0.01,0.01%,n
湖北,1,0.01,0.01%,ns
初中,1,0.01,0.01%,f
配偶,1,0.01,0.01%,v
娇生惯养,1,0.01,0.01%,v
资料,1,0.01,0.01%,n
询问,1,0.01,0.01%,v
聊天记录,1,0.01,0.01%,nz
教授,1,0.01,0.01%,n
湖南师范大学,1,0.01,0.01%,nt
达到,1,0.01,0.01%,v
预计,1,0.01,0.01%,vn
第八名,1,0.01,0.01%,m
登顶,1,0.01,0.01%,n
看起来,1,0.01,0.01%,v
即,1,0.01,0.01%,v
首日,1,0.01,0.01%,t
上映,1,0.01,0.01%,v
港澳,1,0.01,0.01%,j
何时能,1,0.01,0.01%,nr
迅速,1,0.01,0.01%,ad
养该,1,0.01,0.01%,v
合法,1,0.01,0.01%,n
饲养,1,0.01,0.01%,v
疾控称,1,0.01,0.01%,n
旱獭,1,0.01,0.01%,n
喜马拉雅,1,0.01,0.01%,ns
疑为,1,0.01,0.01%,v
土拨鼠,1,0.01,0.01%,n
政策,1,0.01,0.01%,n
属,1,0.01,0.01%,v
劳务,1,0.01,0.01%,vn
派遣,1,0.01,0.01%,v
有多强,1,0.01,0.01%,nr
可再生,1,0.01,0.01%,l
痛感,1,0.01,0.01%,a
腕,1,0.01,0.01%,ng
中烤,1,0.01,0.01%,ns
岩浆,1,0.01,0.01%,n
大将军,1,0.01,0.01%,nr
趋势,1,0.01,0.01%,n
内地,1,0.01,0.01%,n
养老,1,0.01,0.01%,nr
买房,1,0.01,0.01%,n
中山,1,0.01,0.01%,ns
珠海,1,0.01,0.01%,ns
走向,1,0.01,0.01%,v
关键,1,0.01,0.01%,n
谈判,1,0.01,0.01%,vn
倡议,1,0.01,0.01%,n
出于,1,0.01,0.01%,v
节省,1,0.01,0.01%,n
午餐,1,0.01,0.01%,n
食堂,1,0.01,0.01%,n
豪门,1,0.01,0.01%,n
老牌,1,0.01,0.01%,n
变化,1,0.01,0.01%,vn
这些,1,0.01,0.01%,r
砍,1,0.01,0.01%,v
Plus,1,0.01,0.01%,eng
设计图,1,0.01,0.01%,n
全系,1,0.01,0.01%,n
职场,1,0.01,0.01%,n
一整块,1,0.01,0.01%,m
偷师,1,0.01,0.01%,v
失利,1,0.01,0.01%,vn
坚持,1,0.01,0.01%,v
数据中心,1,0.01,0.01%,n
撤掉,1,0.01,0.01%,v
微软,1,0.01,0.01%,a
指引,1,0.01,0.01%,v
业绩,1,0.01,0.01%,n
伟达,1,0.01,0.01%,a
英,1,0.01,0.01%,j
担心,1,0.01,0.01%,v
大摩,1,0.01,0.01%,nr
财报,1,0.01,0.01%,n
重要,1,0.01,0.01%,a
宇宙,1,0.01,0.01%,n
四日,1,0.01,0.01%,t
标普,1,0.01,0.01%,n
支出,1,0.01,0.01%,v
缓和,1,0.01,0.01%,a
跌势,1,0.01,0.01%,n
前兆,1,0.01,0.01%,n
心梗,1,0.01,0.01%,n
牙痛,1,0.01,0.01%,n
一过性,1,0.01,0.01%,n
站,1,0.01,0.01%,v
后退,1,0.01,0.01%,v
论文,1,0.01,0.01%,nz
李诚儒,1,0.01,0.01%,nr
演技,1,0.01,0.01%,n
Yamy,1,0.01,0.01%,eng
大厂,1,0.01,0.01%,n
运动员,1,0.01,0.01%,n
资本,1,0.01,0.01%,n
某些,1,0.01,0.01%,r
屏幕,1,0.01,0.01%,n
MEGA,1,0.01,0.01%,eng
水量,1,0.01,0.01%,n
调,1,0.01,0.01%,v
中线,1,0.01,0.01%,n
南水北调,1,0.01,0.01%,nz
注册,1,0.01,0.01%,v
涨超,1,0.01,0.01%,n
指跌近,1,0.01,0.01%,n
恒科,1,0.01,0.01%,nz
走强,1,0.01,0.01%,v
创业板,1,0.01,0.01%,n
震荡,1,0.01,0.01%,v
H股,1,0.01,0.01%,n
A,1,0.01,0.01%,x
风格,1,0.01,0.01%,n
延续,1,0.01,0.01%,v
怪不得,1,0.01,0.01%,l
低位,1,0.01,0.01%,n
逾,1,0.01,0.01%,vg
刷新,1,0.01,0.01%,v
加元,1,0.01,0.01%,q
比索,1,0.01,0.01%,n
推行,1,0.01,0.01%,v
按计划,1,0.01,0.01%,n
称加墨,1,0.01,0.01%,n
万元,1,0.01,0.01%,m
元至,1,0.01,0.01%,n
一天,1,0.01,0.01%,m
赚钱,1,0.01,0.01%,v
抢到,1,0.01,0.01%,v
抢,1,0.01,0.01%,v
恐怖,1,0.01,0.01%,a
乒坛,1,0.01,0.01%,n
宁波,1,0.01,0.01%,ns
动人,1,0.01,0.01%,n
十个,1,0.01,0.01%,m
万杯,1,0.01,0.01%,m
卖,1,0.01,0.01%,v
村里,1,0.01,0.01%,s
搭子,1,0.01,0.01%,n
没想到,1,0.01,0.01%,l
进组,1,0.01,0.01%,vn
邓为,1,0.01,0.01%,nr
硕士论文,1,0.01,0.01%,n
复旦大学,1,0.01,0.01%,nt
收归,1,0.01,0.01%,v
房产,1,0.01,0.01%,j
病逝,1,0.01,0.01%,v
独身,1,0.01,0.01%,v
明艳,1,0.01,0.01%,a
资格赛,1,0.01,0.01%,n
色块,1,0.01,0.01%,n
春耕,1,0.01,0.01%,nr
大地,1,0.01,0.01%,n
祖国,1,0.01,0.01%,n
思路,1,0.01,0.01%,n
第十层,1,0.01,0.01%,m
只能,1,0.01,0.01%,v
深渊,1,0.01,0.01%,ns
细心,1,0.01,0.01%,n
错误,1,0.01,0.01%,n
低级,1,0.01,0.01%,b
犯,1,0.01,0.01%,v
粗心大意,1,0.01,0.01%,i
数学题,1,0.01,0.01%,n
勤天,1,0.01,0.01%,n
日子,1,0.01,0.01%,n
老伯,1,0.01,0.01%,nr
买震,1,0.01,0.01%,n
乒乓球,1,0.01,0.01%,n
全运会,1,0.01,0.01%,nz
男人,1,0.01,0.01%,n
粉色,1,0.01,0.01%,n
适合,1,0.01,0.01%,v
鬼鬼,1,0.01,0.01%,n
放过,1,0.01,0.01%,v
何炅,1,0.01,0.01%,nr
故意,1,0.01,0.01%,d
定罪,1,0.01,0.01%,vn
检方,1,0.01,0.01%,n
科目,1,0.01,0.01%,n
考,1,0.01,0.01%,v
喝了酒,1,0.01,0.01%,v
学员,1,0.01,0.01%,n
驾校,1,0.01,0.01%,n
说法,1,0.01,0.01%,v
纠正,1,0.01,0.01%,v
龙拉住,1,0.01,0.01%,n
何年,1,0.01,0.01%,r
今夕,1,0.01,0.01%,t
美得,1,0.01,0.01%,ns
IU,1,0.01,0.01%,eng
减到,1,0.01,0.01%,v
艺考,1,0.01,0.01%,n
